id,category,description,carbohydrate,kilocalories,protein,fat,carb_percentage,protein_percentage,fat_percentage,original_category,generic_category,nutritional_score
8354,CEREALS RTE,"CEREALS RTE,QUAKER,MOTHER'S GROOVY GRAHAMS",86.4,372,5.4,1.6,90.56603773584906,5.660377358490567,3.7735849056603774,CEREALS RTE,cereals,
8355,CEREALS RTE,"CEREALS RTE,QUAKER,MOTHER'S COCOA BUMPERS",87.6,376,5.1,1.7,90.75369075369076,5.283605283605284,3.962703962703962,CEREALS RTE,cereals,
8357,CEREALS RTE,"CEREALS RTE,QUAKER,FRUITY BRONTOSAURUS BLASTS,BAGGED CRL",89.3,376,3.8,2.5,90.45327931121804,3.84907571537098,5.69764497341099,CEREALS RTE,cereals,
8358,CEREALS RTE,"CEREALS RTE,QUAKER,CRISPY CORN PUFFS CRL",83.5,376,7.2,2.9,85.88326047827204,7.405502699922859,6.71123682180509,CEREALS RTE,cereals,
8359,CEREALS RTE,"CEREALS RTE,QUAKER,FRSTD OATS",82.0,396,6.1,6.0,80.70866141732283,6.003937007874016,13.287401574803152,CEREALS RTE,cereals,
8361,CEREALS RTE,"CEREALS RTE,QUAKER,HONEY GRAHAM BAGGED CRL",83.6,395,5.6,5.2,82.85431119920715,5.550049554013875,11.59563924677899,CEREALS RTE,cereals,
8364,CEREALS RTE,"CEREALS RTE,QUAKER,CINN CRUNCH BAGGED CRL",83.7,397,5.1,6.0,81.81818181818183,4.98533724340176,13.19648093841642,CEREALS RTE,cereals,
8374,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S,CRISPIX CINN CRUNCH",87.0,399,4.8,3.7,86.89138576779027,4.794007490636703,8.314606741573034,CEREALS RTE,cereals,
8376,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S MARSHMLLW FROOT LOOPS",90.0,394,4.0,2.4,90.54325955734406,4.024144869215292,5.432595573440643,CEREALS RTE,cereals,
8380,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S,RAISIN BRAN CRUNCH",84.9,354,6.1,1.9,89.11046969299396,6.402519023878246,4.487011283127787,CEREALS RTE,cereals,
8383,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",80.6,369,12.4,1.0,84.61942257217846,13.018372703412073,2.3622047244094486,CEREALS RTE,cereals,
8384,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S SHREDDED WHEAT MINIATURES",80.0,339,11.0,2.1,83.5727343954035,11.49125097936798,4.93601462522852,CEREALS RTE,cereals,
8388,CEREALS RTE,"CEREALS RTE,PUFFED KASHI BY KELLOGG",80.0,394,12.0,2.9,81.19766556711494,12.179649835067242,6.622684597817812,CEREALS RTE,cereals,
8389,CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS",82.5,381,10.0,3.3,82.56192144108081,10.007505629221916,7.430572929697273,CEREALS RTE,cereals,
8390,CEREALS RTE,"CEREALS RTE,KASHI GOOD FRIENDS BY KELLOGG",81.8,316,9.4,3.6,82.3766364551863,9.4662638469285,8.157099697885197,CEREALS RTE,cereals,
8394,CEREALS RTE,"CEREALS RTE,QUAKER,MOTHER'S HONEY ROUNDUP",87.8,382,5.4,2.0,89.86693961105424,5.527123848515865,4.605936540429887,CEREALS RTE,cereals,
8395,CEREALS RTE,"CEREALS RTE,QUAKER,HONEY NUT OATS",84.5,385,6.0,3.6,85.6997971602434,6.085192697768763,8.21501014198783,CEREALS RTE,cereals,
8396,CEREALS RTE,"CEREALS RTE,QUAKER,HONEY CRISP CORN FLAKES",88.8,374,5.7,0.8,92.21183800623052,5.919003115264799,1.869158878504673,CEREALS RTE,cereals,
8401,CEREALS RTE,"CEREALS RTE,QUAKER,FRUITY OCEAN ADVENTURE BAGGED CRL",87.2,394,4.9,3.8,86.63686040735222,4.868355688027819,8.494783904619968,CEREALS RTE,cereals,
8408,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,APPL CINN TOASTY O'S",82.5,410,7.1,5.7,80.54674151818404,6.931901391261899,12.521357090554067,CEREALS RTE,cereals,
8409,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES",90.9,387,5.0,0.4,93.90495867768594,5.165289256198347,0.9297520661157024,CEREALS RTE,cereals,
8456,CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST APPL CINN",83.0,397,7.0,5.0,81.9753086419753,6.91358024691358,11.11111111111111,CEREALS RTE,cereals,
8457,CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST PEACH/STRAWBERRY",87.0,368,7.0,1.2,89.96897621509824,7.238883143743537,2.792140641158221,CEREALS RTE,cereals,
8458,CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST STRAWBERRY/BLUEBERRY",87.0,368,6.0,1.2,90.9090909090909,6.269592476489027,2.8213166144200623,CEREALS RTE,cereals,
8459,CEREALS RTE,"CEREALS RTE,KELLG'S,FRSTD MINI-WHTS,MPLE & BRWN SGR,BTE SZE",82.0,356,8.0,1.5,87.81793842034806,8.56760374832664,3.614457831325301,CEREALS RTE,cereals,
8461,CEREALS RTE,"CEREALS RTE,KASHI,CINNA-RAISIN CRUNCH BY KELLOGG",82.0,330,7.9,2.8,85.23908523908523,8.212058212058212,6.548856548856548,CEREALS RTE,cereals,
8462,CEREALS RTE,"CEREALS RTE,KASHI,ORGANIC PROMISE AUTUMN WHEAT",83.0,353,9.7,2.1,85.19373877341545,9.95637670002566,4.849884526558893,CEREALS RTE,cereals,
8463,CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE STRAWBERRY FIELDS",87.1,369,7.8,0.4,90.91858037578288,8.1419624217119,0.9394572025052194,CEREALS RTE,cereals,
8464,CEREALS RTE,"CEREALS RTE,KASHI,SEVEN IN THE MORNING BY KELLOGG",81.0,356,12.0,2.8,81.57099697885197,12.084592145015106,6.3444108761329305,CEREALS RTE,cereals,
8466,CEREALS RTE,"CEREALS RTE,KELLOGG,SCOOBY-DOO! BERRY BONES",86.0,386,5.8,2.8,87.66564729867483,5.9123343527013255,6.422018348623854,CEREALS RTE,cereals,
8467,CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CRANBERRY SUNSHINE",88.0,401,5.5,3.0,87.78054862842892,5.486284289276807,6.733167082294264,CEREALS RTE,cereals,
8468,CEREALS RTE,"CEREALS RTE,KELLOGG'S,RED SUGAR FROOT LOOPS",86.0,394,6.2,3.4,86.12919379068602,6.209313970956434,7.661492238357535,CEREALS RTE,cereals,
8469,CEREALS RTE,"CEREALS RTE,KELLOGG'S,RED SUGAR FRSTD FLAKES CRL",90.2,377,5.3,0.2,94.00729546638874,5.523710265763418,0.4689942678478374,CEREALS RTE,cereals,
8470,CEREALS RTE,"CEREALS RTE,KELLOGG'S,FRUIT HARVEST BANANA BERRY",85.0,396,5.4,5.9,81.98697853870267,5.208584518929346,12.804436942367976,CEREALS RTE,cereals,
8472,CEREALS RTE,"CEREALS RTE,KELLOGG'S,CORN FLAKES W/ REAL BANANAS",84.0,417,3.0,8.6,78.98448519040903,2.8208744710860367,18.194640338504936,CEREALS RTE,cereals,
8476,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HONEY BUZZERS",87.6,395,6.3,2.1,88.82129277566541,6.387832699619772,4.79087452471483,CEREALS RTE,cereals,
8478,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,GOLDEN PUFFS",89.7,397,5.8,0.9,91.97641630351193,5.947193027428864,2.0763906690592155,CEREALS RTE,cereals,
8481,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL HONEY GRAHAM CRL",82.8,379,5.0,3.0,87.57271285034373,5.288207297726071,7.139079851930196,CEREALS RTE,cereals,
8487,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,BLUEBERRY MUFFIN TOPS CRL",80.0,443,4.9,11.5,72.21846084405325,4.423380726698262,23.35815842924848,CEREALS RTE,cereals,
8489,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,MAPLE & BRWN SGR HOT WHT CRL,DRY",84.5,377,8.0,0.8,89.60763520678685,8.48356309650053,1.90880169671262,CEREALS RTE,cereals,
8490,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HI FIBER BRAN FLAKES",80.8,388,10.6,2.5,83.27750579747489,10.925019324916258,5.797474877608864,CEREALS RTE,cereals,
8491,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,HONEY NUT TOASTY O'S CRL",81.5,390,9.6,2.2,84.85163977095263,9.994794377928162,5.153565851119209,CEREALS RTE,cereals,
8492,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,PUFFED RICE CRL",90.2,401,7.8,1.0,89.97506234413966,7.780548628428928,2.244389027431421,CEREALS RTE,cereals,
8493,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,APPL ZINGS",87.3,395,5.4,2.7,88.38268792710706,5.466970387243736,6.150341685649203,CEREALS RTE,cereals,
8495,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,COCOA DYNO-BITES",89.4,402,4.1,3.1,88.97735755162977,4.080617068922617,6.9420253794476245,CEREALS RTE,cereals,
8497,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,CORN FLAKES",87.7,380,6.5,0.3,92.43741765480895,6.851119894598155,0.7114624505928854,CEREALS RTE,cereals,
8500,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FRSTD WHL WHEAT CRL",82.9,388,9.4,2.1,85.44189641844886,9.6882246843597,4.8698788971914455,CEREALS RTE,cereals,
8501,CEREALS RTE,"CEREALS RTE,MALT-O-MEAL,FRUITY DYNO-BITES",90.1,404,3.9,3.1,89.23000742758109,3.862342163901956,6.90765040851696,CEREALS RTE,cereals,
8505,CEREALS RTE,"CEREALS RTE,RALSTON CORN BISCUITS",85.8,367,5.8,1.1,91.20382673398883,6.165293648684561,2.6308796173266016,CEREALS RTE,cereals,
8506,CEREALS RTE,"CEREALS RTE,RALSTON CORN FLAKES",88.0,357,5.9,0.9,91.73833724263748,6.15063851967683,2.111024237685692,CEREALS RTE,cereals,
8507,CEREALS RTE,"CEREALS RTE,RALSTON CRISPY HEXAGONS",86.8,379,5.9,0.9,91.63367643177618,6.228556347321193,2.137767220902613,CEREALS RTE,cereals,
8508,CEREALS RTE,"CEREALS RTE,USDA CMDTY CORN & RICE (INCLUDES ALL  BRANDS)",86.8,378,6.1,1.1,91.0091743119266,6.395806028833552,2.595019659239843,CEREALS RTE,cereals,
8509,CEREALS RTE,"CEREALS RTE,USDA CMDTY RICE CRISPS (INCLUDES ALL  BRANDS)",86.0,381,6.5,1.3,90.12313335079904,6.811632171862719,3.0652344773382243,CEREALS RTE,cereals,
8513,CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHOC LUCKY CHARMS",88.0,400,3.3,3.3,89.13649025069638,3.3426183844011144,7.520891364902507,CEREALS RTE,cereals,
8514,CEREALS RTE,"CEREALS RTE,GENERAL MILLS,FRSTD CHEX",89.3,367,3.6,1.7,92.32359782889635,3.7218919617472217,3.9545102093564233,CEREALS RTE,cereals,
8515,CEREALS RTE,"CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,TRIPLE BERRY",81.2,382,9.1,4.5,80.85636046801096,9.061488673139158,10.082150858849888,CEREALS RTE,cereals,
8519,CEREALS RTE,"CEREALS RTE,KELLOGG,BERRY RICE KRISPIES",88.0,382,5.5,1.0,91.90600522193212,5.7441253263707575,2.349869451697128,CEREALS RTE,cereals,
8520,CEREALS RTE,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",83.0,406,5.7,6.9,79.63540417366274,5.468937395058767,14.895658431278482,CEREALS RTE,cereals,
8521,CEREALS RTE,"CEREALS RTE,KELLOGG,CRAN-VANILLA CRUNCH",86.0,373,6.0,2.2,88.7055183084064,6.188757091284167,5.105724600309438,CEREALS RTE,cereals,
8524,CEREALS RTE,"CEREALS RTE,KELLOGG,EGGO CRUNCH CRL,MAPLE FLAV",83.0,376,6.6,4.4,83.41708542713567,6.633165829145728,9.949748743718594,CEREALS RTE,cereals,
8525,CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE VANILLA",83.0,346,8.0,1.7,87.52965989981544,8.436593725283418,4.033746374901134,CEREALS RTE,cereals,
8526,CEREALS RTE,"CEREALS RTE,KELLOGG,MARSHMLLW FROOT LOOPS,RAINBOW BREEZE",89.0,390,4.0,2.4,90.4471544715447,4.065040650406504,5.48780487804878,CEREALS RTE,cereals,
8527,CEREALS RTE,"CEREALS RTE,KELLOGG,ROBOTS",86.0,388,6.0,3.0,87.0886075949367,6.075949367088607,6.835443037974684,CEREALS RTE,cereals,
8530,CEREALS RTE,"CEREALS RTE,KELLOGG,SMORZ",83.0,406,4.9,6.9,80.25138989605993,4.737732656514383,15.010877447425669,CEREALS RTE,cereals,
8531,CEREALS RTE,"CEREALS RTE,KELLOGG,SPL K,FRUIT & YOGURT",86.0,381,7.0,2.9,86.41044963576991,7.033408691283596,6.556141672946494,CEREALS RTE,cereals,
8532,CEREALS RTE,"CEREALS RTE,KELLOGG,SPONGEBOB SQUAREPANTS",87.0,395,5.0,3.6,86.91308691308693,4.995004995004996,8.091908091908092,CEREALS RTE,cereals,
8533,CEREALS RTE,"CEREALS RTE,KELLOGG,STAR WARS",84.0,375,6.0,3.3,86.22016936104696,6.158583525789068,7.621247113163972,CEREALS RTE,cereals,
8536,CEREALS RTE,"CEREALS RTE,KELLOGG,MINI SWIRLZ FUDGE RIPPLE",84.0,391,6.0,4.6,83.70702541106128,5.979073243647235,10.31390134529148,CEREALS RTE,cereals,
8537,CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN FLAKES BY KELLOGG",81.8,350,11.0,1.9,84.26474375482873,11.3314447592068,4.403811485964459,CEREALS RTE,cereals,
8539,CEREALS RTE,"CEREALS RTE,KASHI ORGANIC PROMISE CINN HARVEST",81.0,340,8.3,2.0,86.35394456289978,8.848614072494671,4.797441364605544,CEREALS RTE,cereals,
8542,CEREALS RTE,"CEREALS RTE,KELLOGG,FRSTD MINI-WHEATS BITE SIZE STRAWBERRY",83.0,347,8.3,1.7,87.25361366622865,8.725361366622865,4.021024967148488,CEREALS RTE,cereals,
8543,CEREALS RTE,"CEREALS RTE,KELLOGG'S,SPL K VANILLA ALMOND",83.0,384,7.0,4.9,82.1578817124474,6.928977975748577,10.913140311804009,CEREALS RTE,cereals,
8545,CEREALS RTE,"CEREALS RTE,QUAKER,TSTD OATMEAL SUPREME CRL,STRAWBERRY MANGO",80.7,383,9.1,4.3,81.12591103292284,9.148027142498115,9.72606182457904,CEREALS RTE,cereals,
8548,CEREALS RTE,"CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL",80.4,383,9.4,4.2,81.00755667506296,9.471032745591938,9.521410579345089,CEREALS RTE,cereals,
8550,CEREALS RTE,"CEREALS RTE,QUAKER,CHRISTMAS CRUNCH",85.3,401,4.4,5.5,83.56600538819495,4.310555963752143,12.123438648052902,CEREALS RTE,cereals,
8553,CEREALS RTE,"CEREALS RTE,GENERAL MILLS,CHEERIOS,YOGURT BURST",81.8,400,6.7,5.2,81.63672654690617,6.686626746506986,11.676646706586826,CEREALS RTE,cereals,
8567,CEREALS RTE,"CEREALS RTE,KASHI 7 WHL GRAIN NUGGETS",81.0,356,11.8,2.8,81.73562058526741,11.907164480322908,6.357214934409687,CEREALS RTE,cereals,
9009,APPLES,"APPLES,DEHYD (LO MOIST),SULFURED,UNCKD",93.5,346,1.3,0.6,97.24388975559025,1.3520540821632867,1.40405616224649,APPLES,fruits,
9030,APRICOTS,"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",82.9,320,4.9,0.6,92.98934380257992,5.496354458777342,1.5143017386427366,APRICOTS,fruits,
9041,BANANAS,"BANANAS,DEHYD,OR BANANA PDR",88.3,346,3.9,1.8,91.74025974025972,4.051948051948052,4.207792207792208,BANANAS,fruits,
9079,CRANBERRIES,"CRANBERRIES,DRIED,SWTND",82.4,308,0.1,1.4,96.20548744892002,0.1167542323409223,3.6777583187390537,CRANBERRIES,fruits,
9244,PEACHES,"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCKD",83.2,325,4.9,1.0,92.0863309352518,5.423353624792473,2.490315439955728,PEACHES,fruits,
9289,PRUNES,"PRUNES,DEHYD (LOW-MOISTURE),UNCKD",89.1,339,3.7,0.7,94.41059602649004,3.920529801324504,1.6688741721854303,PRUNES,fruits,
10004,PORK,"PORK,FRESH,BACKFAT,RAW",0.0,812,2.9,88.7,0.0,1.43227558957896,98.56772441042104,PORK,meats,
10109,PORK,"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LEAF FAT,RAW",0.0,857,1.8,94.2,0.0,0.8421052631578947,99.1578947368421,PORK,meats,
10165,PORK,"PORK,CURED,SALT PORK,RAW",0.0,748,5.0,80.5,0.0,2.6863666890530555,97.31363331094694,PORK,meats,
10864,PORK,"PORK,BACON,RENDERED FAT,CKD",0.0,898,0.1,99.5,0.0,0.0446478401607322,99.95535215983928,PORK,meats,
11230,PEPEAO,"PEPEAO,DRIED",81.0,298,4.8,0.4,93.42560553633218,5.536332179930795,1.038062283737024,PEPEAO,other,
11284,ONIONS,"ONIONS,DEHYDRATED FLAKES",83.3,349,8.9,0.5,89.25796946155906,9.536565764800429,1.2054647736405035,ONIONS,vegetables,
11378,POTATOES,"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",81.2,354,8.3,0.4,89.82300884955751,9.18141592920354,0.995575221238938,POTATOES,vegetables,
11380,POTATOES,"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",85.5,372,8.2,0.5,90.16609543896652,8.647508568415502,1.1863959926179806,POTATOES,vegetables,
11640,SHALLOTS,"SHALLOTS,FREEZE-DRIED",80.7,348,12.3,0.5,85.7370517928287,13.06772908366534,1.195219123505976,SHALLOTS,vegetables,
11663,SEAWEED,"SEAWEED,AGAR,DRIED",80.9,306,6.2,0.3,92.16747365422955,7.063514668185703,0.7690116775847335,SEAWEED,other,
12175,CHESTNUTS,"CHESTNUTS,JAPANESE,DRIED",81.4,360,5.2,1.2,91.15341545352744,5.823068309070548,3.0235162374020152,CHESTNUTS,other,
13335,BEEF,"BEEF,VAR MEATS & BY-PRODUCTS,SUET,RAW",0.0,854,1.5,94.0,0.0,0.7042253521126761,99.29577464788731,BEEF,meats,
14024,WHISKEY SOUR MIX,"WHISKEY SOUR MIX,PDR",97.3,383,0.6,0.1,99.15923566878982,0.6114649681528663,0.2292993630573248,WHISKEY SOUR MIX,other,
14131,DRINK MIX,"DRINK MIX,QUAKER OATS,GATORADE,LEMON-LIME FLAVOR,PDR",95.3,364,0.0,0.0,100.0,0.0,0.0,DRINK MIX,other,
14168,CAROB-FLAVOR BEV MIX,"CAROB-FLAVOR BEV MIX,PDR",93.3,372,1.8,0.2,97.6452119309262,1.8838304552590268,0.4709576138147567,CAROB-FLAVOR BEV MIX,other,
14175,CHOCOLATE-FLAVOR BEV MIX FOR MILK,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,WO/ ADDED NUTR",90.9,405,3.3,3.1,89.84432913269089,3.261675315048184,6.893995552260934,CHOCOLATE-FLAVOR BEV MIX FOR MILK,other,
14192,COCOA MIX,"COCOA MIX,PDR",83.7,398,6.7,4.0,84.20523138832998,6.740442655935613,9.054325955734406,COCOA MIX,other,
14228,COFFEE,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",85.9,406,3.1,5.6,84.54724409448819,3.0511811023622046,12.401574803149607,COFFEE,drinks,
14287,LEMONADE,"LEMONADE,POWDER",94.4,389,0.0,0.0,100.0,0.0,0.0,LEMONADE,other,
14289,LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR",83.7,332,3.6,0.3,95.14066496163684,4.092071611253197,0.7672634271099743,LEMONADE,other,
14296,LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR",94.4,389,0.1,0.0,99.8941798941799,0.1058201058201058,0.0,LEMONADE-FLAVOR DRK,other,
14309,MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",83.6,372,9.4,1.3,87.1514203805056,9.79932238728173,3.0492572322126663,MALTED DRK MIX,other,
14315,MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",84.6,389,4.9,3.4,87.08183221821923,5.043746783324756,7.874420998455994,MALTED DRK MIX,other,
14317,MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR",86.9,411,5.1,4.8,84.5330739299611,4.961089494163424,10.505836575875485,MALTED DRK MIX,other,
14350,STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",99.1,389,0.1,0.2,99.44806823883592,0.1003512293025589,0.4515805318615153,STRAWBERRY-FLAVOR BEV MIX,other,
14356,TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",85.4,338,3.3,0.6,94.83620210993892,3.664630760688506,1.4991671293725706,TEA,drinks,
14357,TEA,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",98.5,385,0.1,0.7,98.32792612927376,0.0998253057149987,1.57224856501123,TEA,drinks,
14407,ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",98.9,386,0.0,0.0,100.0,0.0,0.0,ORANGE-FLAVOR DRK,other,
14409,ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",85.9,217,3.6,0.0,95.97765363128492,4.022346368715084,0.0,ORANGE-FLAVOR DRK,other,
14450,DRINK MIX,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",94.1,388,0.0,1.2,97.21074380165288,0.0,2.789256198347107,DRINK MIX,other,
